transaction_id,terminal_id,amount_inr,customer_avg_spend_90d,card_age_days,transaction_hour,merchant_category,channel,card_type,city_tier,distance_from_home_km,device_trust_score,is_international,failed_pin_attempts_24h,txn_count_last_1h,merchant_risk_score,days_since_last_chargeback,batch_number,acquirer_code,pos_software_version,is_fraud
TXN91831099,T10511,12961.0,,80,14,fuel,contactless,debit,tier_2,,,0,0,1,0.155,119,14,1112,3.4,0
TXN02029500,T10604,72.0,128.12,620,16,restaurants,in_store,debit,tier_1,3.7,,0,0,1,0.116,-1,224,1123,4.0,0
TXN15676068,T10887,2542.0,2125.92,611,8,pharmacy,in_store,debit,tier_1,1.7,,0,0,2,0.003,142,298,1104,3.1,0
TXN85557198,T10679,1539.0,2012.6,3346,21,electronics,contactless,debit,tier_2,3.1,,0,0,1,0.243,-1,190,1122,3.1,1
TXN78148711,T10810,4802.41,3411.03,785,20,home_improvement,contactless,credit,tier_1,4.2,,0,0,1,0.335,-1,90,1116,4.5,0
TXN98198442,T10022,24868.0,21046.58,1224,11,fuel,in_store,credit,tier_2,2.6,,0,0,1,0.27,130,174,1122,3.1,0
TXN87066719,T11965,6752.07,12918.8,590,18,electronics,online,debit,tier_3,26.2,0.545,0,0,1,0.193,192,391,1124,4.5,0
TXN01287428,T12206,4511.0,6193.13,220,12,electronics,contactless,debit,tier_3,,,0,0,1,0.246,-1,328,1121,4.5,1
TXN81087353,T11699,13000.0,,62,22,electronics,contactless,debit,tier_1,17.7,,0,0,1,0.057,-1,473,1108,4.0,0
TXN79235712,T11518,599.0,,1872,20,grocery,in_store,prepaid,tier_1,9.8,,0,0,2,0.15,134,425,1121,4.5,1
TXN95716158,T11981,6916.21,2158.37,186,19,fuel,in_store,debit,tier_2,1.4,,0,1,2,0.135,-1,131,1113,4.0,0
TXN97833349,T12071,224.0,184.99,160,12,gift_cards,online,debit,tier_1,,0.818,0,0,1,0.358,-1,479,1117,4.0,1
TXN21465874,T10782,584.0,228.88,140,14,gift_cards,online,debit,tier_2,,0.927,0,0,1,0.226,-1,271,1111,3.1,1
TXN77965271,T11133,25019.0,30302.76,141,0,fuel,in_store,debit,tier_1,2.4,,0,0,2,0.384,-1,217,1123,4.2,1
TXN02355603,T11530,500.0,357.08,141,20,entertainment,online,debit,tier_2,15.2,0.691,0,0,1,0.26,276,185,1116,4.2,1
TXN27339691,T11454,11638.35,8171.06,173,13,restaurants,in_store,debit,tier_1,9.9,,0,0,1,0.309,76,17,1110,4.0,0
TXN31590006,T10703,109.38,389.24,674,13,utilities,online,debit,tier_1,12.1,,0,0,3,0.28,-1,479,1123,4.0,1
TXN67351646,T11264,4428.0,2010.06,746,12,grocery,contactless,credit,tier_1,17.0,,0,0,1,0.52,-1,274,1119,3.4,1
TXN78179663,T11803,2406.0,2214.77,649,18,restaurants,contactless,debit,tier_1,0.5,,0,0,10,0.382,-1,261,1114,4.0,0
TXN32432837,T10186,3328.76,2688.21,233,10,restaurants,in_store,debit,tier_1,,,0,0,2,0.336,-1,188,1120,4.0,1
TXN29746782,T10752,500.0,152.14,588,13,money_transfer,contactless,debit,tier_1,5.4,,0,0,1,0.293,-1,497,1110,3.4,1
TXN60726175,T11125,1263.0,6021.69,421,2,entertainment,online,debit,tier_1,12.1,0.927,0,0,1,0.492,36,235,1118,3.1,1
TXN27655624,T11279,22.91,195.0,145,20,fuel,online,credit,tier_3,100.8,0.522,0,0,3,0.119,-1,454,1109,4.2,0
TXN93794908,T11372,23223.88,6480.31,214,20,utilities,online,debit,tier_1,79.8,0.87,0,0,2,0.26,-1,474,1123,4.2,1
TXN15780166,T10972,7816.76,3643.15,153,14,apparel,contactless,credit,tier_2,1.0,,0,0,1,0.266,179,117,1117,3.4,0
TXN68454655,T11301,105167.26,69629.41,268,17,home_improvement,in_store,debit,tier_2,7.4,,0,0,1,0.662,-1,460,1105,4.5,0
TXN50966617,T10962,2811.0,2732.43,1497,9,apparel,in_store,debit,tier_1,1.5,,0,0,1,0.455,-1,334,1106,4.0,0
TXN06211291,T10620,600.0,500.58,1795,13,cash_withdrawal,atm,credit,tier_1,6.2,,0,0,1,0.16,-1,374,1124,4.0,0
TXN48212398,T11219,7388.55,3766.22,590,9,restaurants,in_store,credit,tier_1,103.4,,0,0,1,0.335,-1,241,1118,3.4,1
TXN81899060,T11229,425.61,1274.7,410,15,entertainment,online,debit,tier_1,111.1,0.681,0,0,2,0.478,-1,16,1106,3.4,0
TXN86243248,T11257,386.0,,63,11,crypto_exchange,contactless,credit,tier_3,2.4,,0,0,1,0.388,212,10,1110,4.5,0
TXN56616310,T11833,52087.0,2714.54,363,18,entertainment,in_store,credit,tier_1,,,0,0,1,0.226,-1,448,1111,3.1,0
TXN06020595,T11472,46415.0,,49,8,gift_cards,in_store,debit,tier_2,1.1,,0,0,3,0.25,-1,204,1110,4.2,0
TXN31868659,T11035,699.0,464.99,132,15,grocery,in_store,credit,tier_1,0.9,,0,0,3,0.373,-1,399,1115,4.5,1
TXN07530108,T12388,1722.0,1392.02,659,6,fuel,in_store,credit,tier_1,13.5,,0,0,2,0.164,-1,362,1105,3.1,0
TXN31975539,T10130,1394.52,1140.23,646,8,gaming,online,credit,tier_2,284.3,0.876,0,0,1,0.454,-1,439,1112,4.5,1
TXN20065078,T10243,592.0,940.48,1104,20,entertainment,online,credit,tier_1,,,0,0,2,0.115,-1,329,1123,3.4,1
TXN19783255,T10942,8581.0,15278.73,343,9,apparel,contactless,credit,tier_3,1.5,,0,0,1,0.454,-1,226,1107,3.1,0
TXN15259531,T11654,59174.0,18062.23,2133,20,pharmacy,in_store,debit,tier_1,22.8,,0,1,1,0.223,10,388,1114,3.4,1
TXN56957359,T12326,541.0,825.31,694,7,restaurants,online,debit,tier_3,17.1,0.481,0,0,1,0.396,-1,233,1124,4.5,0
TXN35918229,T10313,3426.0,2740.84,162,20,travel,online,debit,tier_2,8.8,,0,0,5,0.383,-1,443,1116,3.4,1
TXN66775988,T10941,7247.0,894.55,626,10,pharmacy,in_store,debit,tier_2,2.0,,0,0,4,0.666,-1,184,1102,4.2,1
TXN68002777,T12194,12120.0,11974.46,218,13,utilities,online,debit,tier_1,,,0,0,2,0.266,-1,264,1119,4.0,1
TXN93658035,T10463,66.0,140.34,563,14,electronics,online,debit,tier_2,8.7,0.987,0,0,1,0.623,-1,254,1122,4.0,0
TXN67666375,T11605,177495.0,,64,6,money_transfer,in_store,debit,tier_1,3.6,,0,0,1,0.272,-1,470,1117,3.1,0
TXN78703026,T11347,495.0,361.64,319,14,crypto_exchange,online,prepaid,tier_2,1.7,0.838,0,0,1,0.348,-1,36,1107,3.1,0
TXN47690788,T11744,1000.0,772.9,140,13,apparel,in_store,debit,tier_2,4.2,,0,0,5,0.08,-1,433,1116,3.1,0
TXN28114247,T10503,6055.5,3894.69,764,22,grocery,contactless,credit,tier_2,21.6,,0,0,1,0.402,-1,187,1107,3.4,1
TXN20224559,T11272,215.04,,1339,17,grocery,in_store,debit,tier_3,2.0,,0,0,3,0.403,-1,231,1102,4.0,1
TXN39874938,T12280,18900.0,,58,11,cash_withdrawal,atm,debit,tier_2,5.0,,0,0,1,0.542,-1,195,1107,3.4,1
TXN19956926,T10434,19821.0,10302.34,543,5,grocery,in_store,debit,tier_2,3.1,,0,0,2,0.051,-1,307,1102,4.5,0
TXN64763240,T11202,3797.0,2515.59,341,16,grocery,contactless,debit,tier_3,,,0,0,3,0.246,38,2,1116,3.1,1
TXN30055517,T10424,10700.0,17686.14,194,15,cash_withdrawal,atm,credit,tier_1,,,0,0,1,0.135,-1,491,1109,4.5,1
TXN36053838,T11886,41253.85,88144.4,200,18,crypto_exchange,online,debit,tier_1,16.7,0.761,0,0,1,0.051,-1,349,1103,4.2,0
TXN24115907,T10474,3500.0,4458.78,1654,19,fuel,in_store,debit,tier_1,17.9,,0,0,2,0.28,-1,54,1124,3.4,0
TXN92520654,T10323,3000.0,3105.75,388,9,grocery,contactless,debit,tier_2,3.1,,0,0,1,0.17,45,320,1122,4.2,0
TXN64698318,T10383,12412.0,,113,10,gift_cards,online,credit,tier_1,,0.864,0,0,1,0.34,-1,496,1102,3.1,1
TXN01351150,T11999,7339.8,5810.64,507,6,home_improvement,in_store,credit,tier_1,14.9,,0,0,1,0.07,19,214,1112,3.1,1
TXN60575998,T12053,7207.0,,2051,16,electronics,online,credit,tier_2,23.7,,0,0,2,0.123,-1,471,1111,3.4,1
TXN05814779,T11605,1400.0,1097.32,146,16,cash_withdrawal,atm,credit,tier_2,0.8,,0,0,1,0.162,-1,43,1121,4.0,0
TXN59801112,T11955,1100.0,2165.57,266,19,money_transfer,online,debit,tier_2,8.4,,0,0,1,0.129,-1,498,1108,3.1,1
TXN58192093,T10095,4984.7,10014.96,550,16,crypto_exchange,online,debit,tier_1,232.5,0.5,0,0,1,0.391,575,172,1123,4.5,0
TXN78568724,T11941,2802.0,1489.99,425,16,entertainment,in_store,credit,tier_1,7.7,,0,0,3,0.17,-1,130,1108,4.2,0
TXN44815149,T10373,22100.0,11387.56,218,22,cash_withdrawal,atm,credit,tier_3,1.0,,0,0,1,0.439,61,211,1106,3.1,1
TXN97841797,T10261,2400.0,,89,15,cash_withdrawal,atm,prepaid,tier_2,,,0,0,1,0.209,-1,160,1107,3.1,0
TXN05651451,T11916,1061.0,,76,10,utilities,in_store,credit,tier_1,,,0,0,1,0.262,44,470,1119,4.2,0
TXN81268117,T10061,686.07,,74,17,electronics,online,credit,tier_3,,0.939,0,0,1,0.711,-1,380,1106,4.5,1
TXN12164043,T10128,1500.0,555.21,507,22,cash_withdrawal,atm,debit,tier_2,9.5,,0,0,1,0.366,-1,363,1117,4.2,1
TXN82281694,T11917,4470.0,4258.91,241,0,fuel,in_store,debit,tier_2,12.8,,0,0,2,0.096,-1,286,1118,4.5,0
TXN68516695,T10321,1612.2,4427.89,113,12,apparel,in_store,credit,tier_2,,,0,0,2,0.207,758,222,1115,4.0,1
TXN12932089,T10296,14.0,43.97,267,17,grocery,in_store,credit,tier_3,3.2,,0,0,4,0.077,113,449,1107,3.4,1
TXN78449626,T12472,7764.0,6601.66,226,17,gaming,online,credit,tier_2,37.0,0.674,0,0,2,0.592,-1,437,1112,4.0,1
TXN14845809,T11987,36798.06,24568.15,1906,22,apparel,online,debit,tier_1,47.4,0.82,0,0,2,0.262,-1,380,1113,4.5,0
TXN81563772,T11157,5000.0,4134.5,1359,23,grocery,in_store,credit,tier_3,9.9,,0,0,2,0.207,49,459,1114,4.5,1
TXN43820492,T11961,1256.0,,43,8,money_transfer,online,debit,tier_1,1.9,0.782,0,0,2,0.14,-1,25,1109,4.0,1
TXN14827707,T11897,805.69,712.34,672,17,crypto_exchange,online,prepaid,tier_3,134.4,0.368,0,0,1,0.218,-1,28,1112,4.2,1
TXN70836015,T11227,111.74,194.66,129,21,electronics,online,debit,tier_3,16.8,0.646,0,0,1,0.091,-1,443,1111,3.1,0
TXN37513064,T11598,4667.0,,24,15,utilities,in_store,debit,tier_1,3.7,,0,0,1,0.22,66,326,1119,3.4,0
TXN78239972,T12130,266872.0,,44,20,entertainment,in_store,credit,tier_3,0.8,,0,1,3,0.342,377,117,1120,4.5,1
TXN70275480,T11647,3900.0,,38,22,cash_withdrawal,atm,credit,tier_1,5.5,,0,0,1,0.4,-1,237,1117,3.4,0
TXN55954209,T11849,12700.0,5656.64,1127,11,cash_withdrawal,atm,debit,tier_3,8.7,,0,0,1,0.016,87,263,1119,3.1,1
TXN86565374,T11724,5197.0,3716.88,330,8,restaurants,in_store,credit,tier_2,15.0,,0,0,1,0.176,-1,218,1110,4.2,0
TXN86841774,T11257,2671.0,,66,16,utilities,online,debit,tier_1,2.0,0.583,0,0,1,0.461,-1,207,1101,3.4,1
TXN25984626,T10142,31232.0,17031.86,154,13,electronics,contactless,prepaid,tier_3,5.2,,0,1,3,0.182,-1,427,1108,3.1,1
TXN31545820,T11204,30624.38,72081.4,121,1,fuel,in_store,credit,tier_1,0.3,,0,0,2,0.387,-1,64,1107,4.2,1
TXN43328081,T10290,674.68,275.63,105,21,grocery,in_store,debit,tier_1,2.5,,0,0,1,0.503,-1,292,1107,3.4,1
TXN95078951,T11538,885.84,1151.18,1031,10,travel,contactless,credit,tier_2,11.7,,0,0,1,0.15,-1,417,1113,4.5,0
TXN67156738,T12011,10645.0,,21,6,gift_cards,in_store,credit,tier_3,2.9,,0,0,3,0.287,-1,381,1102,3.1,1
TXN07654282,T10880,1697.67,2422.85,104,21,gift_cards,online,credit,tier_2,2.8,0.86,0,0,1,0.236,-1,138,1105,3.1,0
TXN89436610,T10785,616.38,4745.59,267,19,electronics,online,debit,tier_2,24.3,,0,0,2,0.542,-1,170,1111,4.2,0
TXN48351468,T11389,13737.0,14036.16,310,11,crypto_exchange,online,credit,tier_1,123.6,0.392,0,0,4,0.157,-1,22,1113,4.2,1
TXN46988824,T10101,5279.07,11485.15,418,12,apparel,in_store,credit,tier_1,2.6,,0,0,1,0.447,-1,234,1116,4.5,0
TXN30944659,T11509,750.0,680.66,1089,16,electronics,online,prepaid,tier_1,8.3,0.492,0,0,1,0.062,1036,407,1122,3.4,1
TXN56341985,T10764,25800.0,26860.31,795,19,cash_withdrawal,atm,debit,tier_1,2.5,,0,0,1,0.169,256,118,1103,3.4,0
TXN17549132,T10105,89397.94,69739.13,516,12,pharmacy,contactless,debit,tier_3,,,0,0,3,0.311,-1,28,1113,4.5,1
TXN33465735,T12239,2086.0,1980.58,272,15,gift_cards,in_store,debit,tier_1,4.3,,0,0,1,0.27,-1,475,1106,3.1,0
TXN33938012,T10396,174157.29,209765.64,794,15,utilities,online,credit,tier_1,46.1,0.92,0,0,2,0.091,380,39,1112,4.5,0
TXN23690087,T12235,110.28,,82,14,electronics,contactless,debit,tier_1,9.7,,0,0,1,0.602,-1,272,1118,4.5,1
TXN29194033,T10705,14743.15,11974.85,436,2,apparel,in_store,prepaid,tier_1,3.7,,0,0,1,0.456,-1,74,1109,3.1,0
TXN81358760,T10968,87.01,,21,16,grocery,in_store,debit,tier_1,3030.8,,1,1,2,0.613,538,96,1115,3.4,1
TXN17236883,T10859,16478.66,,122,14,grocery,in_store,debit,tier_1,,,0,0,3,0.673,-1,51,1113,4.2,1
TXN23820586,T10574,1500.0,,207,8,apparel,in_store,debit,tier_3,,,0,0,3,0.113,-1,470,1112,4.0,1
TXN83851493,T10902,18593.94,13333.94,807,16,travel,online,debit,tier_2,2.6,,0,0,3,0.108,-1,378,1122,3.4,0
TXN44904686,T10003,27.0,34.7,806,11,electronics,online,debit,tier_2,289.1,0.97,0,0,4,0.202,-1,291,1111,4.0,0
TXN98491641,T12449,3167.0,,31,11,restaurants,in_store,prepaid,tier_1,1.0,,0,0,1,0.255,-1,368,1113,4.2,0
TXN43084665,T12145,103.0,432.52,437,13,grocery,contactless,debit,tier_1,2.0,,0,1,1,0.263,-1,229,1116,4.2,1
TXN49345293,T10756,20000.0,,79,10,apparel,in_store,credit,tier_1,,,0,0,2,0.313,-1,465,1110,4.0,1
TXN38867460,T10921,500.0,119.14,96,22,fuel,in_store,credit,tier_1,0.6,,0,0,2,0.353,28,86,1114,4.0,1
TXN84444532,T10317,57.66,121.16,854,20,restaurants,in_store,debit,tier_1,8.8,,0,0,5,0.467,114,434,1103,4.2,1
TXN73124527,T11731,2739.0,,60,14,entertainment,online,credit,tier_1,5.6,0.814,0,0,1,0.488,-1,457,1102,3.1,1
TXN27453313,T11835,5630.0,,13,21,pharmacy,in_store,credit,tier_2,2.6,,0,1,2,0.335,-1,76,1114,3.4,1
TXN25514250,T10716,2142.47,2212.51,465,13,utilities,online,debit,tier_2,11.9,0.973,0,0,1,0.288,-1,492,1124,4.5,0
TXN15110067,T10933,532.0,1659.73,145,13,grocery,in_store,debit,tier_2,1.4,,0,0,2,0.246,-1,283,1114,3.1,1
TXN26963022,T12413,2273.54,4460.37,620,9,fuel,contactless,credit,tier_1,,,0,0,7,0.261,22,439,1115,4.5,1
TXN52823811,T10055,8579.43,24412.55,736,7,gaming,online,debit,tier_1,31.0,0.927,0,0,1,0.089,652,41,1123,4.2,1
TXN62891890,T11484,2500.0,4690.38,380,22,apparel,contactless,credit,tier_1,12.6,,0,0,1,0.414,-1,208,1112,4.0,1
TXN91558901,T10618,200.0,,82,13,cash_withdrawal,atm,credit,tier_1,3.4,,0,0,4,0.072,-1,330,1105,4.2,0
TXN39741052,T10057,500.0,1329.42,476,10,gaming,online,debit,tier_2,4.7,,0,0,1,0.113,53,257,1104,4.2,1
TXN12985151,T12495,3862.68,2919.18,1239,9,fuel,online,credit,tier_2,265.7,0.712,0,0,1,0.367,-1,366,1124,4.0,1
TXN04298257,T10555,1638.06,2408.03,362,9,utilities,online,debit,tier_2,205.9,0.805,0,0,4,0.28,-1,269,1124,4.0,0
TXN31249511,T10861,215.0,,70,9,apparel,in_store,debit,tier_1,1.3,,0,0,1,0.248,278,446,1113,3.1,0
TXN38325454,T11002,275.3,718.31,341,10,grocery,contactless,debit,tier_1,3.3,,0,0,1,0.355,-1,455,1124,4.2,0
TXN50783277,T10196,22761.92,31694.1,730,13,grocery,contactless,credit,tier_1,3.7,,0,2,1,0.171,76,359,1123,4.5,1
TXN80656208,T12025,2000.0,,16,15,cash_withdrawal,atm,credit,tier_3,4.7,,0,0,1,0.255,348,196,1102,4.0,0
TXN41390791,T11239,1500.0,629.44,151,16,gaming,online,debit,tier_1,51.3,0.775,0,0,1,0.325,-1,98,1115,3.4,1
TXN66168228,T10747,467.0,1668.88,141,7,pharmacy,contactless,debit,tier_2,,,0,0,1,0.217,117,274,1112,4.0,1
TXN35181686,T11557,227.79,,47,10,travel,online,debit,tier_1,27.6,0.741,0,0,2,0.391,-1,372,1123,3.4,1
TXN59606003,T10071,727.0,331.52,2695,17,apparel,contactless,credit,tier_3,2.6,,0,0,4,0.301,-1,490,1118,3.4,0
TXN84311992,T10377,124.01,245.93,203,17,electronics,online,prepaid,tier_2,22.7,,0,0,1,0.132,-1,111,1121,4.5,0
TXN89189372,T11443,2777.0,1882.71,869,18,restaurants,online,debit,tier_2,15.1,0.814,0,0,1,0.348,73,492,1104,3.4,0
TXN16017990,T10155,1220.0,637.24,350,12,apparel,in_store,debit,tier_2,1.4,,0,0,1,0.393,-1,129,1102,3.1,0
TXN13058195,T11879,10248.32,,340,18,gift_cards,online,debit,tier_2,3515.5,0.727,1,0,1,0.219,182,6,1113,3.1,1
TXN25668716,T11469,1597.0,1672.22,106,9,jewellery,online,debit,tier_1,2468.4,0.514,1,0,1,0.518,16,198,1108,4.2,1
TXN95599447,T10960,2386.0,2022.48,343,14,restaurants,contactless,debit,tier_1,2.9,,0,0,1,0.014,-1,413,1103,4.2,0
TXN76213205,T11373,10688.9,18578.55,495,23,gift_cards,online,credit,tier_1,83.4,0.747,0,0,1,0.376,-1,76,1122,4.5,1
TXN77063223,T12376,3262.0,10065.26,272,17,utilities,online,debit,tier_1,1265.4,,1,0,1,0.086,-1,76,1112,4.0,0
TXN43373749,T10647,230.0,,206,2,travel,online,debit,tier_1,3.0,,0,0,1,0.355,-1,167,1117,4.0,1
TXN47600531,T11903,846.0,844.82,185,17,travel,online,debit,tier_2,50.6,0.735,0,0,3,0.437,799,179,1120,4.0,1
TXN11336523,T10720,6716.64,6243.2,345,10,utilities,online,debit,tier_2,6.0,,0,0,2,0.089,57,333,1123,4.0,1
TXN23047232,T10987,398.57,368.84,603,20,gaming,online,debit,tier_2,,0.776,0,0,3,0.345,-1,139,1113,3.4,1
TXN09027525,T10121,8828.95,8009.81,826,10,apparel,contactless,credit,tier_1,7.0,,0,0,3,0.535,-1,462,1110,3.4,0
TXN19889071,T12101,509.0,,24,16,money_transfer,online,credit,tier_1,2.4,0.392,0,0,1,0.408,79,311,1102,3.4,1
TXN19129741,T12261,11000.0,8022.8,201,19,cash_withdrawal,atm,debit,tier_1,7.6,,0,0,1,0.195,-1,379,1106,4.0,0
TXN33217141,T10143,2237.0,1991.79,208,13,gift_cards,online,debit,tier_2,14.9,0.639,0,0,1,0.624,-1,55,1104,4.5,0
TXN15407215,T10686,5197.28,,53,19,gift_cards,online,debit,tier_1,22.1,,0,0,3,0.298,-1,319,1119,4.5,1
TXN14079719,T11407,1000.0,1233.8,1229,17,fuel,contactless,debit,tier_1,10.1,,0,0,2,0.511,157,285,1109,4.2,1
TXN22921471,T11447,10000.0,7656.31,107,7,home_improvement,online,credit,tier_2,27.2,0.53,0,0,3,0.412,-1,373,1102,3.4,1
TXN19031707,T12164,105.92,168.89,523,16,electronics,online,prepaid,tier_1,5.5,0.675,0,0,1,0.156,-1,147,1123,4.2,0
TXN53502135,T11673,1955.32,9138.46,244,18,apparel,contactless,credit,tier_2,3.6,,0,0,1,0.229,-1,100,1108,4.0,0
TXN38233350,T12339,2696.0,1077.5,127,10,apparel,in_store,credit,tier_2,,,0,0,1,0.337,-1,493,1113,4.5,1
TXN74596406,T11475,7500.0,6533.76,102,19,fuel,in_store,debit,tier_1,3.7,,0,0,2,0.173,-1,477,1111,4.2,0
TXN81954452,T11683,81158.0,65385.38,130,14,fuel,in_store,credit,tier_1,6.1,,0,0,1,0.265,-1,381,1119,4.2,0
TXN77708248,T10871,2584.0,2137.85,1432,13,electronics,online,debit,tier_3,21.7,0.732,0,0,1,0.034,-1,482,1104,4.5,1
TXN92814980,T10456,465.21,475.96,116,15,fuel,in_store,debit,tier_3,950.0,,1,0,3,0.26,82,421,1105,4.5,1
TXN15202133,T10108,155489.0,3480.03,597,23,electronics,online,debit,tier_1,9.3,0.847,0,0,1,0.479,-1,466,1108,3.1,1
TXN01545593,T11471,2871.0,,88,10,grocery,in_store,debit,tier_2,5.2,,0,0,10,0.225,-1,281,1105,3.1,0
TXN75875042,T10442,2359.11,6687.29,214,2,utilities,online,prepaid,tier_1,1.3,0.363,0,0,1,0.287,-1,294,1108,4.0,0
TXN74359709,T12357,7154.0,,33,19,grocery,online,debit,tier_1,94.6,0.989,0,0,2,0.15,40,342,1106,4.0,1
TXN38839757,T11625,3403.18,3345.35,4000,15,travel,online,credit,tier_1,21.8,0.413,0,0,1,0.123,-1,363,1110,4.2,1
TXN10284714,T11338,2083.94,,280,10,restaurants,online,debit,tier_3,84.0,,0,0,1,0.258,49,118,1115,4.0,1
TXN28673347,T11677,5200.0,,48,13,cash_withdrawal,atm,credit,tier_1,1.3,,0,0,2,0.142,-1,5,1118,3.4,0
TXN66512646,T11190,271.26,1136.47,183,12,restaurants,in_store,debit,tier_2,3.7,,0,0,1,0.831,-1,447,1120,4.0,0
TXN98600838,T11681,600.0,862.34,435,10,cash_withdrawal,atm,debit,tier_3,4.3,,0,0,3,0.409,-1,305,1102,4.0,0
TXN67669536,T11796,35000.0,16231.93,2647,17,travel,in_store,credit,tier_1,2.3,,0,0,1,0.165,111,33,1121,4.2,1
TXN15988917,T11533,57.73,,74,17,fuel,in_store,debit,tier_2,4.5,,0,0,1,0.253,-1,383,1108,4.0,0
TXN21363676,T10916,8226.39,,18,16,electronics,contactless,debit,tier_2,,,0,0,1,0.191,-1,176,1117,3.1,1
TXN74486504,T10799,475.42,626.92,774,12,electronics,online,debit,tier_3,7.7,0.878,0,0,1,0.362,-1,248,1117,3.1,0
TXN92790606,T11575,4807.49,6074.66,237,12,money_transfer,online,credit,tier_2,16.3,0.681,0,0,1,0.16,-1,273,1107,3.4,0
TXN65813948,T10727,323.0,800.63,280,10,pharmacy,contactless,prepaid,tier_1,2.6,,0,0,1,0.401,-1,293,1122,4.5,0
TXN64315713,T11523,2283.91,3688.55,4000,21,gaming,online,prepaid,tier_2,1388.4,0.543,1,0,1,0.093,-1,19,1114,4.5,1
TXN67479105,T10049,9449.94,8255.15,105,7,grocery,contactless,credit,tier_1,0.8,,0,0,1,0.08,-1,477,1116,3.4,0
TXN15142862,T11508,1861.19,955.31,545,14,crypto_exchange,online,debit,tier_2,2.4,0.806,0,0,1,0.491,-1,467,1114,3.4,0
TXN01744669,T10500,161.0,,1259,11,fuel,contactless,credit,tier_1,10.1,,0,0,3,0.01,-1,293,1117,3.4,1
TXN85894152,T11663,9500.0,,27,22,pharmacy,in_store,credit,tier_1,7.0,,0,0,1,0.612,-1,25,1116,4.2,1
TXN05097753,T10284,404.0,,74,21,grocery,online,debit,tier_2,4.3,0.215,0,0,2,0.175,136,70,1113,3.4,1
TXN03864968,T11888,152380.16,138842.01,431,11,gaming,online,debit,tier_2,216.7,0.874,0,0,1,0.344,-1,396,1114,4.5,0
TXN25706357,T11125,1791.09,2091.69,1956,22,apparel,online,credit,tier_1,,0.921,0,0,1,0.475,115,466,1110,4.0,1
TXN92720596,T10764,7036.0,5748.58,91,17,money_transfer,online,debit,tier_2,84.2,,0,0,1,0.244,-1,17,1110,4.0,1
TXN86024488,T12012,370.0,,68,17,fuel,in_store,debit,tier_1,9.3,,0,0,1,0.398,-1,263,1117,4.0,0
TXN07651777,T10206,1500.0,1492.9,354,8,gift_cards,online,debit,tier_1,85.5,0.372,0,0,2,0.562,-1,90,1118,4.0,1
TXN08316535,T10047,16008.0,39939.02,97,15,pharmacy,in_store,debit,tier_2,14.9,,0,0,3,0.106,-1,272,1112,4.2,0
TXN49919287,T11059,10500.0,13736.72,150,14,restaurants,in_store,prepaid,tier_2,2.7,,0,0,4,0.086,-1,329,1106,4.0,1
TXN17983481,T12175,29.0,41.96,3076,14,travel,online,debit,tier_2,2879.0,0.642,1,0,1,0.393,-1,445,1122,3.4,0
TXN53699058,T10572,173.18,249.75,257,2,grocery,in_store,prepaid,tier_1,6.4,,0,0,1,0.412,115,464,1116,3.1,0
TXN63548647,T10429,12564.0,6880.23,596,19,apparel,in_store,credit,tier_2,,,0,0,4,0.363,206,482,1105,4.2,1
TXN69742706,T10227,178.0,580.71,1013,16,apparel,in_store,prepaid,tier_2,12.4,,0,0,1,0.196,-1,86,1109,4.5,1
TXN57072591,T10143,2342.0,600.1,581,21,grocery,in_store,debit,tier_2,4.6,,0,0,1,0.263,-1,494,1124,3.1,0
TXN99690537,T10246,6773.0,5725.57,102,17,utilities,online,credit,tier_2,10.7,0.634,0,0,1,0.127,-1,61,1118,3.1,0
TXN79320783,T11978,3000.0,961.65,302,18,restaurants,in_store,credit,tier_3,13.9,,0,0,1,0.204,-1,365,1109,4.2,1
TXN00448965,T12463,500.0,,53,12,restaurants,contactless,credit,tier_2,,,0,0,1,0.276,-1,264,1107,4.5,1
TXN54013565,T11042,230.98,643.78,1020,22,money_transfer,online,prepaid,tier_2,20.7,0.945,0,0,1,0.456,78,486,1107,4.2,1
TXN83208100,T10883,1095.0,405.58,335,22,entertainment,in_store,debit,tier_1,4.6,,0,1,1,0.119,-1,486,1114,3.4,0
TXN21587926,T11630,1200.0,1175.5,1057,20,cash_withdrawal,atm,credit,tier_3,19.8,,0,0,2,0.223,-1,68,1111,4.0,0
TXN70044715,T10204,533.43,,34,5,electronics,online,credit,tier_1,18.6,0.786,0,0,1,0.174,282,56,1111,3.1,1
TXN09928352,T10702,431.0,,63,7,pharmacy,contactless,prepaid,tier_3,6.8,,0,0,4,0.231,569,491,1114,4.2,1
TXN22706270,T11639,918.51,1560.46,1116,21,entertainment,online,debit,tier_1,13.4,0.772,0,0,1,0.067,-1,368,1113,4.2,1
TXN98255278,T11565,259.17,795.79,1036,16,pharmacy,in_store,debit,tier_2,10.7,,0,0,1,0.185,-1,48,1104,4.5,0
TXN66729519,T12172,9895.0,15323.67,602,16,home_improvement,contactless,debit,tier_1,2.1,,0,0,2,0.432,-1,318,1107,3.1,0
TXN41014150,T10150,5724.17,1551.48,90,14,travel,online,debit,tier_1,149.3,,0,0,1,0.12,249,178,1123,4.2,1
TXN07716794,T11052,96.23,,53,12,restaurants,in_store,credit,tier_2,0.6,,0,0,1,0.03,127,365,1117,4.2,0
